transaction_id,merchant_id,merchant_name,merchant_category,transaction_date,amount,currency,payment_method,vendor_name,budget_category,is_flagged,flag_reason,region,quarter,budget_allocated
txn-00068,m-log-002,Pacific Parcel Network,logistics,2025-02-03,1845.5,USD,card,Novak and Sons,Marketing,False,,APAC,Q1,37494.86
txn-00069,m-saas-01,Vertex Cloud Systems,SaaS,2024-03-30,910.89,USD,card,Russell Group,Operations,True,duplicate,US-Central,Q1,111027.5
txn-00070,m-food-03,Summit Provisions,food,2024-01-19,300.96,USD,check,Hancock Inc,Travel,False,,APAC,Q1,26238.78
txn-00071,m-saas-03,Northline CRM,SaaS,2023-06-24,989.83,USD,virtual_card,Gray Group,Operations,False,,US-East,Q2,49036.39
txn-00072,m-util-02,Clearwater Energy Co,utilities,2024-08-20,3900.27,USD,wire,House-Glover,Operations,False,,APAC,Q3,41745.86
txn-00073,m-ret-001,Northwind Retail Co,retail,2025-04-03,639.44,EUR,card,Henderson-Bernard,Travel,False,,US-Central,Q2,35877.95
txn-00074,m-log-004,BlueAnchor Maritime,logistics,2023-11-03,4276.41,GBP,virtual_card,"Stanley, Tucker and Lee",Payroll-adjacent,False,,US-East,Q4,81954.45
txn-00075,m-trv-001,Meridian Travel Group,travel,2024-05-09,37.27,USD,check,Novak PLC,Marketing,False,,US-Central,Q2,44051.42
txn-00076,m-food-01,Copperline Catering,food,2023-01-23,1511.28,USD,card,"Daniels, Adkins and Brown",Payroll-adjacent,False,,APAC,Q1,108480.17
txn-00077,m-ret-002,Atlas Outfitters,retail,2024-09-12,790.54,USD,wire,"Woods, Calhoun and Schmidt",Payroll-adjacent,False,,US-East,Q3,25605.15
txn-00078,m-food-04,Riverside Commissary,food,2025-04-01,478.71,USD,ach,Yu Inc,IT,False,,APAC,Q2,29529.28
txn-00079,m-saas-02,LedgerFlow Analytics,SaaS,2024-10-05,846.15,EUR,wire,Jones Inc,Marketing,False,,US-West,Q4,105381.87
txn-00080,m-log-004,BlueAnchor Maritime,logistics,2024-01-09,68.74,USD,wire,"Hensley, Powell and David",Payroll-adjacent,False,,EU-North,Q1,64840.82
txn-00081,m-saas-03,Northline CRM,SaaS,2023-07-25,564.15,USD,wire,"Sanchez, Wheeler and Harvey",Operations,False,,US-Central,Q3,17045.06
txn-00082,m-saas-03,Northline CRM,SaaS,2023-09-21,1063.99,GBP,wire,Sandoval-Cunningham,Travel,False,,EU-North,Q3,23993.61
txn-00083,m-ret-003,Harbor Street Market,retail,2023-05-25,3380.18,USD,virtual_card,Donovan-Harris,Operations,False,,EU-Central,Q2,113348.73
txn-00084,m-food-03,Summit Provisions,food,2023-04-03,376.12,USD,check,"Edwards, Baker and Anderson",Travel,False,,US-Central,Q2,73088.48
txn-00085,m-log-003,Ironhorse Trucking,logistics,2024-08-21,295.19,USD,wire,"Evans, Stewart and Walton",Travel,False,,US-East,Q3,57109.23
txn-00086,m-util-02,Clearwater Energy Co,utilities,2023-01-26,352.37,GBP,check,Smith PLC,Facilities,False,,US-West,Q1,84744.96
txn-00087,m-util-01,Gridline Utilities,utilities,2024-12-18,2093.73,USD,card,"Ferrell, Jones and Lewis",IT,False,,US-West,Q4,44308.12
txn-00088,m-food-01,Copperline Catering,food,2024-05-19,954.92,USD,check,Anderson-Bailey,Marketing,False,,EU-North,Q2,90432.87
txn-00089,m-food-03,Summit Provisions,food,2024-11-17,427.1,USD,check,Suarez LLC,Payroll-adjacent,False,,APAC,Q4,24691.34
txn-00090,m-saas-02,LedgerFlow Analytics,SaaS,2024-02-29,1076.22,USD,virtual_card,Moore-Bass,Payroll-adjacent,False,,US-Central,Q1,46336.7
txn-00091,m-ret-002,Atlas Outfitters,retail,2024-12-07,851.11,USD,virtual_card,"Turner, Riggs and Roman",IT,False,,US-Central,Q4,72964.27
txn-00092,m-saas-01,Vertex Cloud Systems,SaaS,2024-12-03,123031.23,USD,wire,"Smith, Montoya and Evans",IT,True,over-budget,US-West,Q4,109271.4
txn-00093,m-util-01,Gridline Utilities,utilities,2023-04-04,307.27,USD,check,"Garcia, Humphrey and Baker",Payroll-adjacent,False,,US-West,Q2,42873.97
txn-00094,m-food-02,Urban Grain Bistro,food,2023-09-07,500.96,USD,ach,Newton and Sons,Operations,True,high-risk-vendor,US-East,Q3,40062.03
txn-00095,m-log-004,BlueAnchor Maritime,logistics,2023-08-10,466.68,USD,ach,Campbell-Clark,Operations,False,,EU-Central,Q3,62928.49
txn-00096,m-ret-001,Northwind Retail Co,retail,2023-10-11,152.92,GBP,ach,Harris-Walters,Operations,False,,US-West,Q4,24128.58
txn-00097,m-saas-02,LedgerFlow Analytics,SaaS,2023-01-16,847.55,USD,ach,Wagner-King,IT,False,,US-West,Q1,43016.64
txn-00098,m-saas-03,Northline CRM,SaaS,2023-09-29,957.3,USD,virtual_card,Davis Group,Marketing,False,,APAC,Q3,96755.78
txn-00099,m-ret-003,Harbor Street Market,retail,2024-05-02,668.89,USD,check,Williams-Cook,Travel,False,,EU-North,Q2,82199.97
txn-00100,m-ret-004,Sterling Home Goods,retail,2023-08-15,554.97,USD,check,Walsh LLC,Facilities,False,,APAC,Q3,64684.55
txn-00101,m-ret-001,Northwind Retail Co,retail,2023-03-04,128.99,USD,virtual_card,Figueroa PLC,Travel,False,,EU-North,Q1,17786.28
txn-00102,m-util-01,Gridline Utilities,utilities,2023-03-17,49851.73,USD,ach,"Patterson, Smith and Jones",Marketing,True,over-budget,EU-Central,Q1,38355.54
txn-00103,m-saas-04,Obsidian Security Suite,SaaS,2024-12-30,524.67,USD,check,"Mckee, Gardner and Davenport",IT,False,,EU-North,Q4,22646.96
txn-00104,m-ret-004,Sterling Home Goods,retail,2024-09-11,297.22,USD,card,"Tran, Jordan and Williams",Travel,False,,APAC,Q3,83744.09
txn-00105,m-saas-04,Obsidian Security Suite,SaaS,2025-01-08,512.45,USD,ach,Nolan-Flynn,Operations,False,,EU-North,Q1,85643.55
txn-00106,m-trv-001,Meridian Travel Group,travel,2024-03-01,954.39,USD,virtual_card,Nolan and Sons,Payroll-adjacent,False,,US-Central,Q1,98592.84
txn-00107,m-food-03,Summit Provisions,food,2023-06-06,5296.52,EUR,card,"Wright, Garcia and Deleon",Payroll-adjacent,False,,US-West,Q2,110060.33
txn-00108,m-trv-002,Silverwing Airlines Desk,travel,2023-04-09,805.96,USD,ach,Dickson-Brady,Payroll-adjacent,False,,EU-Central,Q2,26350.04
txn-00109,m-saas-04,Obsidian Security Suite,SaaS,2024-07-29,953.62,USD,virtual_card,Hancock and Sons,IT,False,,APAC,Q3,104222.46
txn-00110,m-trv-002,Silverwing Airlines Desk,travel,2025-01-08,563.82,GBP,wire,Johnson-Doyle,Marketing,False,,EU-Central,Q1,41200.62
txn-00111,m-log-001,Continental Freight,logistics,2023-06-08,80.59,USD,card,Patton-Jenkins,Payroll-adjacent,False,,EU-Central,Q2,22440.02
txn-00112,m-food-03,Summit Provisions,food,2023-04-28,646.02,USD,virtual_card,"Shields, Cochran and Adams",IT,False,,EU-Central,Q2,113587.65
txn-00113,m-food-04,Riverside Commissary,food,2024-11-22,817.31,USD,check,"Rodriguez, Brennan and Garrison",Payroll-adjacent,False,,APAC,Q4,95387.43
txn-00114,m-log-003,Ironhorse Trucking,logistics,2023-01-30,9192.88,USD,wire,Gonzalez Group,Operations,False,,US-Central,Q1,72784.16
txn-00115,m-ret-001,Northwind Retail Co,retail,2023-07-05,581.36,USD,virtual_card,Torres-Pope,Operations,True,high-risk-vendor,APAC,Q3,108678.85
txn-00116,m-ret-001,Northwind Retail Co,retail,2023-04-04,926.77,USD,virtual_card,Walker Ltd,Payroll-adjacent,False,,US-Central,Q2,88304.64
txn-00117,m-saas-03,Northline CRM,SaaS,2024-01-14,589.01,USD,check,Ross LLC,IT,False,,US-West,Q1,107265.8
txn-00118,m-saas-02,LedgerFlow Analytics,SaaS,2023-06-11,183.91,USD,card,Rasmussen LLC,Facilities,False,,APAC,Q2,33758.45
txn-00119,m-trv-002,Silverwing Airlines Desk,travel,2024-05-12,2338.13,USD,wire,May-Ross,Facilities,False,,EU-Central,Q2,105726.72
txn-00120,m-saas-01,Vertex Cloud Systems,SaaS,2023-12-20,1749.16,USD,check,"Rivera, Johnson and Wiley",Travel,False,,APAC,Q4,68500.26
txn-00121,m-food-01,Copperline Catering,food,2023-02-16,1460.82,USD,check,White-Estes,Operations,True,duplicate,US-Central,Q1,116714.48
txn-00122,m-log-001,Continental Freight,logistics,2025-02-24,225.04,USD,wire,Johnson-Carlson,Operations,False,,US-West,Q1,36120.86
txn-00123,m-util-02,Clearwater Energy Co,utilities,2025-02-03,2863.19,USD,virtual_card,Chandler-Edwards,Travel,False,,US-East,Q1,92904.76
txn-00124,m-ret-004,Sterling Home Goods,retail,2024-07-26,153.69,USD,card,"Joyce, Wilson and Lam",Payroll-adjacent,False,,APAC,Q3,23903.53
txn-00125,m-ret-002,Atlas Outfitters,retail,2024-03-22,1166.96,USD,card,Scott Ltd,Marketing,False,,EU-Central,Q1,115507.37
txn-00126,m-trv-002,Silverwing Airlines Desk,travel,2024-08-10,7994.13,USD,virtual_card,Smith-Frost,Travel,False,,EU-North,Q3,49879.47
txn-00127,m-ret-001,Northwind Retail Co,retail,2023-11-29,257.28,USD,check,"Mcdaniel, Bentley and Mclaughlin",Operations,False,,APAC,Q4,24128.58
txn-00128,m-food-03,Summit Provisions,food,2023-04-01,356.76,USD,ach,Diaz Inc,Travel,False,,EU-North,Q2,73088.48
txn-00129,m-ret-004,Sterling Home Goods,retail,2023-03-22,682.82,USD,wire,"Mccall, Hanson and Alvarado",Travel,False,,US-East,Q1,60138.26
txn-00130,m-ret-003,Harbor Street Market,retail,2024-06-06,382.29,USD,check,Cortez LLC,Payroll-adjacent,False,,US-Central,Q2,43112.79
txn-00131,m-food-03,Summit Provisions,food,2025-01-14,111.15,USD,ach,"Parker, Ortiz and Powell",Payroll-adjacent,False,,US-Central,Q1,66295.84
txn-00132,m-log-001,Continental Freight,logistics,2023-06-27,717.25,USD,card,Spencer-Lee,Facilities,False,,APAC,Q2,81265.81
txn-00133,m-util-02,Clearwater Energy Co,utilities,2024-04-20,206.74,USD,virtual_card,"Bentley, Byrd and Orr",Facilities,False,,EU-Central,Q2,49671.0
txn-00134,m-food-04,Riverside Commissary,food,2023-11-27,124247.28,USD,virtual_card,"Carroll, Sullivan and Bass",Payroll-adjacent,True,over-budget,US-Central,Q4,95387.43
txn-00135,m-log-004,BlueAnchor Maritime,logistics,2023-02-27,222.57,USD,wire,Mitchell-Jordan,IT,False,,US-West,Q1,85095.66
txn-00136,m-ret-002,Atlas Outfitters,retail,2024-01-13,3366.22,USD,card,"Lawson, Morris and Ramos",IT,False,,EU-Central,Q1,71303.95
txn-00137,m-trv-001,Meridian Travel Group,travel,2024-04-18,281.02,USD,card,"Lewis, Kennedy and Santana",Facilities,False,,EU-Central,Q2,28381.78
txn-00138,m-log-001,Continental Freight,logistics,2023-11-26,536.73,USD,ach,"Jackson, Miller and Robertson",Facilities,False,,EU-North,Q4,110069.1
txn-00139,m-saas-01,Vertex Cloud Systems,SaaS,2025-04-10,1627.61,EUR,check,"Harvey, Davis and Crane",IT,False,,US-West,Q2,42587.87
txn-00140,m-log-002,Pacific Parcel Network,logistics,2024-12-25,197.51,EUR,wire,Chambers and Sons,Travel,False,,US-Central,Q4,25333.88
txn-00141,m-trv-001,Meridian Travel Group,travel,2024-02-23,785.9,USD,card,Hernandez Inc,IT,False,,APAC,Q1,59907.13
txn-00142,m-food-02,Urban Grain Bistro,food,2023-03-09,2577.24,USD,virtual_card,Riggs PLC,IT,False,,APAC,Q1,85527.47
txn-00143,m-food-04,Riverside Commissary,food,2023-06-03,113.5,USD,ach,Gibson Ltd,IT,False,,US-Central,Q2,29529.28
txn-00144,m-trv-001,Meridian Travel Group,travel,2023-05-13,814.93,USD,card,"Lee, Horton and Snyder",Facilities,False,,EU-North,Q2,28381.78
txn-00145,m-food-02,Urban Grain Bistro,food,2025-04-12,885.25,USD,check,Hernandez Ltd,Operations,False,,APAC,Q2,90200.14
txn-00146,m-trv-002,Silverwing Airlines Desk,travel,2024-06-04,1571.84,USD,wire,Stafford Inc,IT,False,,US-East,Q2,117501.63
txn-00147,m-food-02,Urban Grain Bistro,food,2025-02-23,156.96,USD,ach,Robinson-Brock,Travel,False,,US-Central,Q1,22617.03
txn-00148,m-saas-01,Vertex Cloud Systems,SaaS,2024-06-03,27937.22,USD,check,"Holmes, Williams and Wright",Facilities,True,over-budget,EU-Central,Q2,19947.22
txn-00149,m-saas-02,LedgerFlow Analytics,SaaS,2024-09-03,1275.5,USD,ach,Bryant Group,Travel,False,,EU-Central,Q3,106964.56
txn-00150,m-saas-03,Northline CRM,SaaS,2025-01-08,848.36,USD,wire,"Schmidt, Hansen and Stewart",Travel,False,,US-East,Q1,107191.01
txn-00151,m-util-01,Gridline Utilities,utilities,2024-09-17,946.25,USD,virtual_card,Salazar-Ball,IT,False,,US-East,Q3,116523.36
txn-00152,m-food-01,Copperline Catering,food,2025-04-08,973.69,EUR,wire,"Simmons, Meadows and Griffin",Travel,False,,EU-Central,Q2,115881.78
txn-00153,m-util-01,Gridline Utilities,utilities,2024-04-17,314.81,USD,check,Manning Group,IT,False,,US-East,Q2,105757.06
txn-00154,m-log-001,Continental Freight,logistics,2025-03-31,31428.05,USD,wire,Green-Wright,Facilities,True,over-budget,EU-Central,Q1,22454.27
txn-00155,m-saas-01,Vertex Cloud Systems,SaaS,2024-12-29,1055.89,USD,wire,"Ramirez, Strickland and Washington",Facilities,False,,US-East,Q4,80881.83
txn-00156,m-log-003,Ironhorse Trucking,logistics,2024-04-05,303.15,USD,virtual_card,Hill Inc,Facilities,False,,US-East,Q2,118457.43
txn-00157,m-util-01,Gridline Utilities,utilities,2023-12-24,5955.76,USD,virtual_card,"Mitchell, Nelson and Flores",Marketing,False,,US-East,Q4,47045.04
txn-00158,m-trv-001,Meridian Travel Group,travel,2023-03-25,1030.54,USD,wire,"Miller, Hernandez and Reyes",IT,False,,APAC,Q1,59907.13
txn-00159,m-food-02,Urban Grain Bistro,food,2025-03-21,165.04,USD,wire,Mccarthy Inc,Operations,False,,EU-North,Q1,36447.22
txn-00160,m-saas-02,LedgerFlow Analytics,SaaS,2025-02-16,1259.95,USD,check,Russell-Daniels,Payroll-adjacent,True,duplicate,US-West,Q1,46336.7
txn-00161,m-log-003,Ironhorse Trucking,logistics,2023-08-09,245.87,USD,check,Brown-Wall,Operations,False,,US-West,Q3,119924.66
txn-00162,m-food-01,Copperline Catering,food,2023-09-01,1707.45,USD,ach,Stein-Silva,IT,False,,EU-Central,Q3,67799.29
txn-00163,m-util-01,Gridline Utilities,utilities,2023-03-06,2188.72,USD,virtual_card,"Smith, Gilmore and Johnston",Marketing,False,,US-West,Q1,38355.54
txn-00164,m-ret-004,Sterling Home Goods,retail,2024-08-11,291.26,USD,wire,Smith-Bell,Operations,False,,EU-Central,Q3,109794.58
txn-00165,m-food-03,Summit Provisions,food,2023-09-04,2072.84,USD,card,Castaneda-Ashley,Facilities,False,,US-Central,Q3,81594.99
txn-00166,m-ret-003,Harbor Street Market,retail,2024-06-22,1047.39,USD,check,Medina-Navarro,Facilities,False,,EU-North,Q2,96479.99
txn-00167,m-util-02,Clearwater Energy Co,utilities,2023-02-14,1511.54,USD,wire,"Hurst, Freeman and Nelson",Payroll-adjacent,False,,US-West,Q1,90574.2
txn-00168,m-food-03,Summit Provisions,food,2025-03-18,4929.98,USD,card,Johnson-Rogers,Marketing,False,,APAC,Q1,102543.22
txn-00169,m-food-02,Urban Grain Bistro,food,2023-05-17,507.79,USD,wire,"Yates, Ramsey and Pittman",Marketing,False,,US-East,Q2,76285.59
txn-00170,m-util-01,Gridline Utilities,utilities,2024-12-13,75922.6,USD,ach,Hooper PLC,Travel,True,over-budget,US-East,Q4,71302.65
txn-00171,m-ret-002,Atlas Outfitters,retail,2025-03-21,230.02,GBP,wire,Meadows PLC,Operations,False,,EU-Central,Q1,103986.91
txn-00172,m-util-02,Clearwater Energy Co,utilities,2023-09-17,292.82,USD,ach,"Alvarado, Miller and Patterson",Marketing,False,,US-West,Q3,78651.93
txn-00173,m-food-02,Urban Grain Bistro,food,2023-10-07,702.71,USD,virtual_card,White-Green,Marketing,False,,APAC,Q4,113144.16
txn-00174,m-util-01,Gridline Utilities,utilities,2024-01-31,890.59,GBP,virtual_card,Lewis-Murphy,IT,False,,EU-Central,Q1,49467.5
txn-00175,m-log-003,Ironhorse Trucking,logistics,2025-03-31,829.63,USD,card,Ramirez-Bean,Marketing,False,,US-East,Q1,41229.68
txn-00176,m-saas-04,Obsidian Security Suite,SaaS,2023-10-28,1900.1,USD,wire,King-Miller,IT,False,,US-Central,Q4,22646.96
txn-00177,m-util-01,Gridline Utilities,utilities,2024-09-09,728.7,USD,virtual_card,Curry Inc,Payroll-adjacent,False,,US-West,Q3,26382.27
txn-00178,m-food-03,Summit Provisions,food,2024-09-21,3554.07,USD,card,Walker-Jones,Travel,True,high-risk-vendor,EU-North,Q3,43596.56
txn-00179,m-food-03,Summit Provisions,food,2024-06-09,497.14,USD,card,"Williams, Johnson and Wright",Payroll-adjacent,False,,EU-Central,Q2,110060.33
